CO(GT),PT08.S1(CO),NMHC(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,C6H6(GT)
2.3454846481657574,3.02837611516341,0.0,1.8057827551220678,0.8014032039907467,-0.5999681847037048,0.9235955048900285,1.7712301289973202,2.4067019054510403,-0.08991631490093276,-0.4219527064097992,-0.47771315194848557,21.3
0.7914965870771333,2.2139242498867167,0.0,0.887899709859325,-0.011621063814797165,0.14943073833362877,0.9704950037740525,1.003201635562686,1.6629718848434643,0.23231739988612696,-0.7664099827614768,-0.44090831557246174,14.3
0.24303021257526636,1.682268171164431,0.0,0.6250108765073744,-0.3563433533643478,0.5008729918959645,0.6656482610278964,0.7382615738739944,1.0881367294734652,0.5545511146731867,-1.1165140997090834,-0.47557609693310354,12.5
0.24303021257526636,1.7162036655509598,0.0,0.5715419612493505,-0.4994356244981235,0.45952684441804265,0.5249497643758244,0.6936087544882599,0.7740515414877956,0.5975156099781278,-1.0882798967294378,-0.4052907319827614,12.2
0.3344412749922439,1.682268171164431,0.0,0.7096699923325789,-0.5774859542074557,0.5112095287654449,0.36080151828174034,0.7293310099968475,0.40663113290078595,0.7049268482404811,-1.302859839374745,-0.5681818142663242,13.1
0.24303021257526636,1.3598809744924065,0.0,0.8968111957356624,-0.4994356244981235,0.6817623871118725,0.40770101716576435,0.6668170628568191,0.3029237595092913,0.898267077112717,-1.7037855216857138,-0.9371799802556199,14.4
0.7914965870771333,2.3440103117017443,0.0,1.23544765903648,-0.34983915922190345,0.10291632242096668,1.3691407442882566,1.0478544549484206,1.008133898571455,0.9090082009389525,-1.4045029701014695,-0.48483666866642566,16.8
0.7000855246601557,1.8519456430970753,0.0,0.9057226816119996,-0.3888643240765695,0.36649801259271847,0.9001457554480166,0.8156597941426009,0.5903413371942908,0.7693735911978932,-1.3593282453340365,-0.5674694625945303,14.5
1.6141961488299346,2.4401608791302425,0.0,1.8280614698129112,-0.07666300523924068,-0.19684324679396673,1.0642940015421005,1.6134568338343915,1.1562872891307332,0.468622124063304,-1.1955698680520914,-0.6591253776986924,21.5
1.157140836745045,1.9707198734499265,0.0,0.861165252230313,-0.31081399436723733,0.06157017494304483,0.5718492632598484,0.9436645430483733,0.934057203291816,-0.28325654377316867,0.024147700668602775,-0.3452157409948002,14.1
0.15161915015828842,1.422096047534376,0.0,0.2730071843920507,-0.6295195073470106,0.4285172338096013,0.2435527710716803,0.6132336795939377,0.554784523460064,-0.44437340116669855,0.5549507166859419,-0.1818497575967081,10.3
-0.2140250995096232,1.0205260306271176,0.0,-0.07454076478510435,-0.8506621081901184,0.7541181451982358,-0.2723417166525839,0.38699272803954926,0.1636595723835699,-0.5947491347339932,0.9163485148254071,-0.14623217400700772,8.3
0.06020808774131046,1.1619239239043213,0.0,0.03685280866911201,-0.6490320897743436,0.5990700921560289,-0.10819347055849983,0.5685808602082031,0.09847208053748753,-0.7129014968225816,1.2269247476015097,-0.11560105211986539,8.9
-0.30543616192660095,0.2965688170478348,0.0,-0.3908985133950788,-0.7986285550505636,1.1314017409342727,-0.3426909649786199,0.25601112450806124,-0.2659852602383366,-0.7236426206488169,1.3059805159445173,-0.07285995181222496,6.6
-0.9453135988454461,-0.4669798066490652,0.0,-1.0681714399967144,-1.156359232885003,2.206401575360241,-1.1165326965650162,-0.1041882852035308,-1.223056163251273,-0.659195877691405,1.204337385217793,-0.04579058828405305,3.6
-0.39684722434357894,0.5680527721400659,0.0,-0.36861979870423556,-0.7205782253412315,1.3019545992807005,-0.2723417166525839,0.36913160028525543,-0.8971187040208612,-0.6699370015176404,0.9558763989969112,-0.21129362669752694,6.7
1.8884293360808682,1.953752126256662,0.0,1.5473496647082858,0.17700056631608901,-0.5224441581826013,0.9001457554480166,1.6819244902258512,1.1592503569419186,-0.5088201441241105,0.5154228325144381,-0.28252879387692764,19.2
1.2485518991620226,1.7444832442064004,0.0,1.1730672579021189,-0.05064622866946327,-0.2226845889676679,0.5718492632598484,1.381262173028572,0.7740515414877956,-0.44437340116669855,0.36295813642435115,-0.3098356079623645,16.4
0.7914965870771333,1.1393002609799687,0.0,0.8433422804776385,-0.2197552763730164,0.056401906508304595,0.38425126772375234,1.0002247809369704,0.5370061165929507,-0.3369621629043453,0.12014399079939832,-0.3509145543691524,14.0
0.9743187119110892,1.25807449133282,0.0,1.0215719980043847,-0.32382238265212604,-0.04696346218650003,0.2670025205136923,1.1490675122227523,0.4866339638027961,-0.2725154199469332,-0.021027024098830185,-0.3720476539657077,15.3
1.2485518991620226,1.5974294351981086,0.0,1.222080430221974,-0.1807301115183503,-0.1606653677507851,0.5718492632598484,1.3693547545257094,0.7207163208864555,-0.25103317229446265,-0.04926122707847588,-0.37560941232467787,16.7
1.4313740239959787,1.8576015588281636,0.0,1.5161594641411054,-0.08967139352412938,-0.403573984183576,0.6656482610278964,1.6134568338343915,0.9992446951378984,-0.24029204846822752,-0.026673864694759405,-0.33975437817771287,19.0
1.8884293360808682,2.2308919970799814,0.0,1.5696283793991292,0.1509837897463116,-0.48626627913941967,0.8532462565639926,1.6075031245829603,1.0999890007182074,-0.2725154199469332,0.12579083139532754,-0.26780685932651827,19.4
2.436895710582735,2.491064120710036,0.0,1.7478580969258752,0.287571866737643,-0.5792951109647438,1.1111935004261246,1.7563458558687421,1.2688838659557844,-0.28325654377316867,0.15402503437497322,-0.25640923257781406,20.9
1.9798403984978457,2.0385908622229842,0.0,1.6631989811006709,0.033908295182313294,-0.5069393528783807,0.8297965071219805,1.5985725607058134,1.082210593851094,-0.30473879142563925,0.13143767199125636,-0.29273916783930837,20.2
2.3454846481657574,2.191300586962364,0.0,1.854795927441923,0.1639921780312003,-0.6464826006163669,0.7828970082379565,1.732531018863017,1.3755543071584646,-0.3369621629043453,0.14837819377904402,-0.32811930087174407,21.7
1.79701827366389,2.179988755500188,0.0,1.623097294657153,-0.10267978180901809,-0.537948963486822,0.6421985115858845,1.568804014448657,1.2807361372005268,-0.3477032867305806,0.19355291854647697,-0.30057503622904264,19.8
1.8884293360808682,1.919816631870133,0.0,1.222080430221974,0.1509837897463116,-0.27953554174981043,0.7594472587959444,1.306840807385681,1.251105459088671,-0.36918553438305135,0.2895492086772725,-0.26234549650943095,16.7
0.24303021257526636,0.5284613620224488,0.0,0.0769544951126299,-0.5384607893527896,0.5267143340696656,0.12630402386162026,0.5626271509567718,0.21995786079609556,-0.42289115351422796,0.5436570354940838,-0.15406804239674174,9.1
0.15161915015828842,0.7546979912659747,0.0,-0.0700850218469357,-0.6425278956318993,0.7541181451982358,-0.03784422223246381,0.39294643729098055,-0.04079210658823388,-0.47659677264540456,0.5831849196655875,-0.19989599994882304,8.3
-0.2140250995096232,0.2569774069302177,0.0,-0.5602167450454877,-0.7921243609081193,1.3536372836281028,-0.43648996274666796,0.09526097471941687,-0.5030306851331815,-0.5195612679503457,0.5605975572818711,-0.2699439143419003,5.8
-0.30543616192660095,0.04770852487995626,0.0,-0.6894332902523786,-0.9091998554721177,1.565536289452452,-0.647537707724776,0.04167759145653541,-0.7282238387832842,-0.5088201441241105,0.44766074536328826,-0.32764439975721477,5.2
-0.5796693491775347,-0.3651733234894785,0.0,-0.9344991518516547,-0.9872501851814498,1.96349295892745,-0.6944372066088,-0.09823457595209951,-1.0571243658248817,-0.5088201441241105,0.430720223575501,-0.3459280926665944,4.1
-1.036724661262424,-0.7101841830858555,0.0,-1.188476499327268,-1.1953843977396692,2.366617896837188,-1.3510301909851363,-0.19051706934928425,-1.4482493169013757,-0.5410435156028165,0.4024860205958553,-0.3946054569058514,3.1
